Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Current Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,State,Average_Monthly_Charge,Churn,Net_Revenue,Sub_Services,Married_Gender,Persona
Female,43,No,0,Concord,94518,37.950248,-122.022455,0,52,Offer B,Yes,42.9,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.2,4297.6,0.0,0,2230.8,6528.4,Stayed,Active,Active,California,82.64615384615385,0,4297.6,2,Single | Female,A - Premium Loyal Customers
Male,29,Yes,0,San Francisco,94122,37.760412,-122.484966,9,8,No_Offer,Yes,4.98,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.25,158.35,0.0,0,39.84,198.19,Stayed,Active,Active,California,19.79375,0,158.35,0,Married | Male,D - Legacy Phone-Only Users
Female,19,Yes,2,Earp,92242,34.137742,-114.36514,0,69,Offer A,Yes,25.18,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.4,1346.2,0.0,0,1737.42,3083.62,Stayed,Active,Active,California,19.51014492753623,0,1346.2,0,Married | Female,D - Legacy Phone-Only Users
Male,60,No,0,Irvine,92614,33.680302,-117.833296,0,12,Offer D,Yes,33.36,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,1021.75,0.0,0,400.32,1422.07,Stayed,Active,Active,California,85.14583333333333,0,1021.75,3,Single | Male,E - Churn-Risk New Users
Female,40,Yes,3,San Diego,92131,32.89325,-117.087091,3,5,Offer E,No,0.0,No,Yes,DSL,53.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,125.5,0.0,0,0.0,125.5,Stayed,Active,Active,California,25.1,0,125.5,1,Married | Female,E - Churn-Risk New Users
Male,61,No,0,San Jose,95111,37.284265,-121.827673,0,2,No_Offer,Yes,26.05,No,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.95,178.1,0.0,0,52.1,230.2,Churned,Competitor,Competitor had better devices,California,89.05,1,178.1,5,Single | Male,E - Churn-Risk New Users
Male,64,No,2,San Diego,92122,32.85723,-117.209774,0,1,Offer E,No,0.0,No,Yes,Cable,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.2,24.2,0.0,0,0.0,24.2,Joined,Active,Active,California,24.2,2,24.2,1,Single | Male,E - Churn-Risk New Users
Female,51,No,0,Stockton,95206,37.902422,-121.440029,0,28,Offer C,Yes,44.11,No,Yes,Cable,15.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.05,1522.65,0.0,110,1235.08,2867.73,Stayed,Active,Active,California,54.38035714285714,0,1522.65,2,Single | Female,C - Data-Capped Digitals
Female,20,No,0,La Verne,91750,34.144703,-117.770299,0,3,No_Offer,Yes,40.99,Yes,Yes,Cable,48.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.6,174.2,0.0,0,122.97,297.17,Joined,Active,Active,California,58.06666666666666,2,174.2,3,Single | Female,E - Churn-Risk New Users
Male,42,No,0,Torrance,90503,33.840399,-118.353714,0,58,Offer B,Yes,2.38,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,24.45,1513.6,0.0,0,138.04,1651.64,Stayed,Active,Active,California,26.096551724137928,0,1513.6,0,Single | Male,D - Legacy Phone-Only Users
Male,38,No,0,Dinuba,93618,36.523619,-119.386868,0,1,Offer E,Yes,45.49,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,45.49,65.69,Churned,Competitor,Competitor made better offer,California,20.2,1,20.2,0,Single | Male,D - Legacy Phone-Only Users
Male,67,No,0,Wheatland,95692,39.043387,-121.409837,0,9,No_Offer,Yes,30.8,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0.0,0,277.2,1009.7,Churned,Attitude,Attitude of support person,California,81.38888888888889,1,732.5,2,Single | Male,E - Churn-Risk New Users
Female,37,Yes,0,Tracy,95376,37.680968,-121.446049,4,71,No_Offer,Yes,10.46,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15,7555.0,0.0,60,742.66,8357.66,Stayed,Active,Active,California,106.40845070422536,0,7555.0,5,Married | Female,A - Premium Loyal Customers
Male,32,Yes,1,Los Angeles,90040,33.994524,-118.149953,1,72,No_Offer,No,0.0,No,Yes,DSL,16.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,65.65,4664.5,0.0,60,0.0,4724.5,Stayed,Active,Active,California,64.78472222222223,0,4664.5,7,Married | Male,C - Data-Capped Digitals
Male,61,No,0,Orange,92868,33.787796,-117.875928,0,13,No_Offer,Yes,30.88,No,Yes,Fiber Optic,3.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,973.45,0.0,0,401.44,1374.89,Churned,Dissatisfaction,Service dissatisfaction,California,74.88076923076923,1,973.45,3,Single | Male,E - Churn-Risk New Users
Male,44,Yes,0,Los Angeles,90013,34.044639,-118.240413,1,51,No_Offer,Yes,21.08,Yes,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,4812.75,0.0,0,1075.08,5887.83,Churned,Competitor,Competitor had better devices,California,94.36764705882354,1,4812.75,4,Married | Male,A - Premium Loyal Customers
Female,43,No,0,Penryn,95663,38.859093,-121.182872,0,2,Offer E,Yes,5.47,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,105.6,0.0,0,10.94,116.54,Joined,Active,Active,California,52.8,2,105.6,1,Single | Female,E - Churn-Risk New Users
Male,20,No,0,San Diego,92109,32.787836,-117.232376,0,20,Offer D,Yes,5.54,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1761.45,0.0,0,110.8,1872.25,Churned,Other,Don't know,California,88.0725,1,1761.45,3,Single | Male,E - Churn-Risk New Users
Female,42,Yes,0,Los Angeles,90027,34.127194,-118.295647,4,18,Offer D,Yes,35.96,No,Yes,DSL,17.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,908.75,0.0,0,647.28,1556.03,Stayed,Active,Active,California,50.48611111111112,0,908.75,2,Married | Female,E - Churn-Risk New Users
Male,26,No,0,Le Grand,95333,37.249377,-120.249581,0,37,Offer C,Yes,38.72,Yes,Yes,Fiber Optic,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.5,3778.0,0.0,0,1432.64,5210.64,Stayed,Active,Active,California,102.10810810810813,0,3778.0,6,Single | Male,A - Premium Loyal Customers
Female,65,No,0,Long Beach,90814,33.771612,-118.143866,0,50,No_Offer,Yes,47.99,Yes,Yes,Fiber Optic,22.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,4113.7,0.0,0,2399.5,6513.2,Stayed,Active,Active,California,82.274,0,4113.7,3,Single | Female,A - Premium Loyal Customers
Female,38,No,2,San Jose,95111,37.284265,-121.827673,0,21,Offer D,Yes,8.68,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.75,452.2,0.0,0,182.28,634.48,Stayed,Active,Active,California,21.53333333333333,0,452.2,0,Single | Female,D - Legacy Phone-Only Users
Male,65,Yes,0,San Lucas,93954,36.125529,-120.864443,1,36,No_Offer,Yes,24.54,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,0.0,0,883.44,4016.19,Churned,Dissatisfaction,Product dissatisfaction,California,87.02083333333333,1,3132.75,3,Married | Male,E - Churn-Risk New Users
Male,24,Yes,3,Calipatria,92233,33.143826,-115.497485,7,69,Offer A,Yes,37.97,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,114.35,7665.8,0.0,10,2619.93,10295.73,Stayed,Active,Active,California,111.09855072463768,0,7665.8,7,Married | Male,A - Premium Loyal Customers
Female,48,No,0,San Diego,92126,32.886925,-117.152162,0,1,No_Offer,Yes,27.12,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.6,70.6,0.0,0,27.12,97.72,Churned,Competitor,Competitor made better offer,California,70.6,1,70.6,1,Single | Female,E - Churn-Risk New Users
Male,35,Yes,1,Montclair,91763,34.072121,-117.698319,5,72,Offer A,Yes,17.49,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,104.45,7459.0,0.0,130,1259.28,8848.28,Stayed,Active,Active,California,103.59722222222224,0,7459.0,5,Married | Male,C - Data-Capped Digitals
Female,26,Yes,0,San Pedro,90732,33.744119,-118.31448,3,71,Offer A,Yes,9.5,Yes,Yes,Cable,76.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.05,6293.75,0.0,0,674.5,6968.25,Stayed,Active,Active,Texas,88.6443661971831,0,6293.75,8,Married | Female,A - Premium Loyal Customers
Female,47,No,0,Eagleville,96110,41.280341,-120.150381,0,1,Offer E,No,0.0,No,Yes,Cable,2.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.75,35.75,0.0,0,0.0,35.75,Churned,Price,Price too high,Pennsylvania,35.75,1,35.75,2,Single | Female,E - Churn-Risk New Users
Female,44,No,0,Bella Vista,96008,40.722733,-122.109666,0,5,No_Offer,Yes,46.45,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,93.9,486.85,0.0,0,232.25,719.1,Churned,Other,Don't know,Arkansas,97.37,1,486.85,4,Single | Female,E - Churn-Risk New Users
Male,51,No,1,Los Angeles,90041,34.137412,-118.207607,0,34,Offer C,Yes,21.69,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,3549.25,0.0,0,737.46,4286.71,Churned,Competitor,Competitor offered higher download speeds,California,104.38970588235294,1,3549.25,6,Single | Male,A - Premium Loyal Customers
Female,22,No,0,San Francisco,94103,37.773147,-122.411287,0,38,No_Offer,Yes,40.64,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,20.05,678.2,0.0,0,1544.32,2222.52,Stayed,Active,Active,California,17.847368421052632,0,678.2,0,Single | Female,D - Legacy Phone-Only Users
Male,39,No,0,Concord,94519,37.990118,-122.012188,0,22,No_Offer,Yes,11.15,Yes,Yes,Fiber Optic,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,2162.6,0.0,0,245.3,2407.9,Stayed,Active,Active,California,98.3,0,2162.6,4,Single | Male,E - Churn-Risk New Users
Male,45,No,0,Lindsay,93247,36.205465,-119.085807,0,45,No_Offer,Yes,19.39,No,Yes,DSL,16.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,2298.55,0.0,0,872.55,3171.1,Stayed,Active,Active,California,51.07888888888889,0,2298.55,2,Single | Male,E - Churn-Risk New Users
Female,75,Yes,0,Oakley,94561,37.999406,-121.686241,1,8,No_Offer,Yes,46.05,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,613.4,0.0,0,368.4,981.8,Churned,Dissatisfaction,Limited range of services,California,76.675,1,613.4,2,Married | Female,E - Churn-Risk New Users
Female,49,Yes,1,Yuba City,95991,39.02741,-121.614982,4,15,Offer D,Yes,17.43,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Mailed Check,19.8,272.95,18.55,0,261.45,515.85,Stayed,Active,Active,California,18.196666666666665,0,254.4,0,Married | Female,D - Legacy Phone-Only Users
Male,69,Yes,0,Delhi,95315,37.422961,-120.765493,0,52,No_Offer,Yes,37.6,Yes,Yes,Fiber Optic,23.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,5568.35,0.0,0,1955.2,7523.55,Churned,Competitor,Competitor offered higher download speeds,California,107.08365384615384,1,5568.35,6,Married | Male,A - Premium Loyal Customers
Female,65,Yes,0,Santa Monica,90402,34.035849,-118.503508,0,66,Offer A,No,0.0,No,Yes,Cable,9.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.55,3027.25,0.0,0,0.0,3027.25,Stayed,Active,Active,California,45.86742424242424,0,3027.25,4,Married | Female,E - Churn-Risk New Users
Female,72,No,0,Cressey,95312,37.420273,-120.66527,0,66,Offer A,Yes,36.48,Yes,Yes,DSL,5.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-8.0,4174.35,0.0,0,2407.68,6582.03,Stayed,Active,Active,California,63.24772727272728,0,4174.35,4,Single | Female,A - Premium Loyal Customers
Male,71,Yes,0,Thousand Oaks,91360,34.214054,-118.88109,1,32,No_Offer,Yes,2.08,No,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.3,2483.05,0.0,0,66.56,2549.61,Churned,Dissatisfaction,Service dissatisfaction,California,77.5953125,1,2483.05,3,Married | Male,E - Churn-Risk New Users
Female,50,No,0,Vista,92083,33.17494,-117.242761,0,12,No_Offer,Yes,31.22,No,Yes,DSL,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,523.1,0.0,0,374.64,897.74,Stayed,Active,Active,California,43.59166666666667,0,523.1,1,Single | Female,E - Churn-Risk New Users
Female,54,Yes,1,San Francisco,94129,37.797526,-122.464531,1,32,Offer C,Yes,32.43,No,Yes,Cable,19.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.3,2404.15,0.0,0,1037.76,3441.91,Stayed,Active,Active,California,75.1296875,0,2404.15,7,Married | Female,E - Churn-Risk New Users
Male,40,No,0,Taft,93268,35.184837,-119.402525,0,1,No_Offer,Yes,19.32,No,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.6,79.6,0.0,0,19.32,98.92,Churned,Attitude,Attitude of support person,California,79.6,1,79.6,3,Single | Male,E - Churn-Risk New Users
Female,26,Yes,0,Corona Del Mar,92625,33.600987,-117.862734,5,60,No_Offer,Yes,14.0,No,Yes,Cable,42.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,4946.7,0.0,0,840.0,5786.7,Stayed,Active,Active,California,82.445,0,4946.7,7,Married | Female,A - Premium Loyal Customers
Male,27,No,0,Sacramento,95838,38.646096,-121.442433,0,37,No_Offer,Yes,30.72,Yes,Yes,Fiber Optic,42.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.8,3475.55,0.0,0,1136.64,4612.19,Churned,Competitor,Competitor made better offer,California,93.9337837837838,1,3475.55,5,Single | Male,A - Premium Loyal Customers
Male,37,No,0,Summerland,93067,34.420998,-119.60137,0,9,Offer E,Yes,24.89,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.7,180.7,0.0,0,224.01,404.71,Stayed,Active,Active,California,20.077777777777776,0,180.7,0,Single | Male,D - Legacy Phone-Only Users
Male,39,Yes,2,Los Altos,94022,37.349546,-122.134356,2,67,Offer A,No,0.0,No,Yes,DSL,17.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,50.9,3281.65,0.0,0,0.0,3281.65,Stayed,Active,Active,California,48.97985074626866,0,3281.65,5,Married | Male,E - Churn-Risk New Users
Male,76,Yes,0,Carson,90745,33.822295,-118.26411,6,65,No_Offer,Yes,28.68,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,4555.2,7.43,0,1864.2,6411.97,Stayed,Active,Active,California,70.08,0,4547.77,1,Married | Male,A - Premium Loyal Customers
Male,58,No,0,San Simeon,93452,35.746484,-121.223355,0,5,No_Offer,Yes,32.81,No,Yes,Fiber Optic,16.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,383.65,0.0,0,164.05,547.7,Stayed,Active,Active,California,76.72999999999999,0,383.65,2,Single | Male,E - Churn-Risk New Users
Male,43,No,0,Macdoel,96058,41.769709,-121.92063,0,16,No_Offer,Yes,5.79,Yes,Yes,DSL,4.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.3,875.35,0.0,0,92.64,967.99,Stayed,Active,Active,California,54.709375,0,875.35,2,Single | Male,E - Churn-Risk New Users
Male,39,No,0,Santa Ynez,93460,34.630356,-120.032564,0,5,Offer E,Yes,17.16,No,Yes,DSL,7.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.35,262.3,0.0,0,85.8,348.1,Stayed,Active,Active,California,52.46,0,262.3,2,Single | Male,E - Churn-Risk New Users
Female,21,No,0,Los Angeles,90019,34.049841,-118.33846,0,8,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,548.9,0.0,0,10.24,559.14,Stayed,Active,Active,California,68.6125,0,548.9,1,Single | Female,E - Churn-Risk New Users
Female,30,No,0,Helm,93627,36.520537,-120.118055,0,71,No_Offer,Yes,2.66,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,24.55,1719.15,0.0,0,188.86,1908.01,Stayed,Active,Active,California,24.213380281690142,0,1719.15,0,Single | Female,D - Legacy Phone-Only Users
Male,34,No,0,Hanford,93230,36.29223,-119.622676,0,57,No_Offer,Yes,30.77,Yes,Yes,Fiber Optic,10.0,No,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,90.45,5229.8,0.0,70,1753.89,7053.69,Stayed,Active,Active,California,91.75087719298246,0,5229.8,2,Single | Male,C - Data-Capped Digitals
Female,65,No,0,Pleasant Grove,95668,38.833554,-121.498102,0,4,No_Offer,Yes,12.68,No,Yes,Fiber Optic,10.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,442.85,0.0,0,50.72,493.57,Churned,Competitor,Competitor had better devices,Utah,110.7125,1,442.85,6,Single | Female,E - Churn-Risk New Users
Male,65,Yes,0,La Mesa,91941,32.759327,-116.99726,1,30,No_Offer,Yes,2.86,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.9,2351.45,0.0,0,85.8,2437.25,Stayed,Active,Active,California,78.38166666666666,0,2351.45,1,Married | Male,E - Churn-Risk New Users
Male,32,No,0,Rough And Ready,95975,39.225634,-121.156163,0,1,No_Offer,Yes,10.38,Yes,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.45,101.45,0.0,0,10.38,111.83,Churned,Price,Extra data charges,California,101.45,1,101.45,5,Single | Male,E - Churn-Risk New Users
Female,36,Yes,0,San Diego,92117,32.825086,-117.199424,1,25,No_Offer,Yes,24.64,No,Yes,Fiber Optic,5.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2257.75,0.0,0,616.0,2873.75,Churned,Competitor,Competitor made better offer,California,90.31,1,2257.75,4,Married | Female,E - Churn-Risk New Users
Female,42,No,0,Pasadena,91103,34.167465,-118.165327,0,32,No_Offer,Yes,32.02,Yes,Yes,DSL,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1739.6,0.0,0,1024.64,2764.24,Stayed,Active,Active,Texas,54.3625,0,1739.6,2,Single | Female,E - Churn-Risk New Users
Male,36,No,0,Bonsall,92003,33.290907,-117.202895,0,10,Offer D,Yes,1.48,No,Yes,DSL,25.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,59.65,638.95,0.0,90,14.8,743.75,Stayed,Active,Active,California,63.895,0,638.95,2,Single | Male,C - Data-Capped Digitals
Female,52,No,0,Gardena,90248,33.876482,-118.284077,0,12,Offer D,Yes,34.73,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.15,1057.55,0.0,70,416.76,1544.31,Stayed,Active,Active,California,88.12916666666666,0,1057.55,3,Single | Female,C - Data-Capped Digitals
Female,53,No,1,Avila Beach,93424,35.186644,-120.728305,0,14,Offer D,Yes,47.72,Yes,Yes,Fiber Optic,22.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,86.0,1164.05,0.0,0,668.08,1832.13,Stayed,Active,Active,California,83.14642857142857,0,1164.05,3,Single | Female,E - Churn-Risk New Users
Female,20,Yes,0,Campo Seco,95226,38.233879,-120.861666,3,19,No_Offer,Yes,8.3,No,Yes,DSL,48.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.8,1130.85,0.0,0,157.7,1288.55,Stayed,Active,Active,California,59.51842105263157,0,1130.85,4,Married | Female,E - Churn-Risk New Users
Male,65,Yes,0,Newhall,91321,34.370378,-118.504118,8,41,Offer B,Yes,46.46,No,Yes,Fiber Optic,2.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.55,3851.45,0.0,40,1904.86,5796.31,Stayed,Active,Active,Iowa,93.93780487804878,0,3851.45,4,Married | Male,A - Premium Loyal Customers
Male,69,Yes,0,Santa Barbara,93110,34.437945,-119.77191,1,69,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0.0,0,3372.72,10690.92,Churned,Attitude,Attitude of service provider,California,106.0608695652174,1,7318.2,6,Married | Male,A - Premium Loyal Customers
Male,48,No,0,Berkeley,94710,37.872902,-122.303708,0,69,Offer A,Yes,44.57,Yes,Yes,Fiber Optic,28.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,7386.05,0.0,0,3075.33,10461.38,Stayed,Active,Active,California,107.04420289855072,0,7386.05,6,Single | Male,A - Premium Loyal Customers
Female,32,No,0,Brooks,95606,38.809804,-122.241383,0,2,No_Offer,Yes,44.77,No,Yes,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.35,139.25,0.0,0,89.54,228.79,Joined,Active,Active,Kentucky,69.625,2,139.25,1,Single | Female,E - Churn-Risk New Users
Female,49,Yes,2,San Diego,92117,32.825086,-117.199424,2,33,No_Offer,Yes,9.97,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,24.25,838.5,0.0,0,329.01,1167.51,Stayed,Active,Active,California,25.40909090909091,0,838.5,0,Married | Female,D - Legacy Phone-Only Users
Male,44,Yes,3,Arcadia,91006,34.137319,-118.029837,7,12,Offer D,Yes,4.71,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.7,258.35,0.0,0,56.52,314.87,Stayed,Active,Active,California,21.52916666666667,0,258.35,0,Married | Male,D - Legacy Phone-Only Users
Male,53,No,0,Pittsburg,94565,38.006047,-121.916834,0,3,No_Offer,Yes,43.72,Yes,Yes,Fiber Optic,21.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.85,257.05,0.0,0,131.16,388.21,Churned,Attitude,Attitude of service provider,California,85.68333333333334,1,257.05,4,Single | Male,E - Churn-Risk New Users
Male,61,Yes,0,San Diego,92130,32.957195,-117.202542,1,11,Offer D,Yes,13.33,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,868.5,0.0,50,146.63,1065.13,Churned,Competitor,Competitor made better offer,California,78.95454545454545,1,868.5,1,Married | Male,E - Churn-Risk New Users
Female,49,Yes,0,Newbury Park,91320,34.172071,-118.946262,1,58,No_Offer,Yes,21.38,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.3,5610.15,5.55,150,1240.04,6994.64,Stayed,Active,Active,California,96.72672413793104,0,5604.599999999999,4,Married | Female,C - Data-Capped Digitals
Female,64,No,0,Greenbrae,94904,37.946617,-122.563571,0,22,Offer D,Yes,31.53,No,Yes,Cable,11.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.8,1049.05,0.0,0,693.66,1742.71,Stayed,Active,Active,California,47.684090909090905,0,1049.05,2,Single | Female,E - Churn-Risk New Users
Male,63,No,0,Travis Afb,94535,38.265899,-121.939461,0,62,Offer B,Yes,8.08,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,102.0,6529.25,0.0,110,500.96,7140.21,Churned,Price,Price too high,California,105.31048387096774,1,6529.25,5,Single | Male,C - Data-Capped Digitals
Female,35,Yes,0,San Diego,92117,32.825086,-117.199424,1,7,No_Offer,Yes,11.58,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,576.65,0.0,0,81.06,657.71,Churned,Competitor,Competitor made better offer,California,82.37857142857142,1,576.65,2,Married | Female,E - Churn-Risk New Users
